D4RL Score,Avg Reward,action0_a,action0_b,action1_a,action1_b,action2_a,action2_b,act_sum,steps,avg_steps,unsafe_height,unsafe_ang,total_unsafe,avg_act_sum,done_count,avg_step_rew
6.173284074478413,285.02416926083623,0,0,0,108,0,0,3694,1586,158.6,10,0,10,369.41362048983575,10,1.7971259095891314
5.977734079618136,276.04711237192794,0,0,0,79,0,0,3504,1511,151.1,10,0,10,350.4642613142729,10,1.8269166933946255
2.5884134636466842,120.45455402865082,21,30,31,188,5,90,1960,1300,130.0,1,9,10,196.00053790137173,10,0.9265734925280832
9.78944404508042,451.03017605557835,64,258,679,681,51,521,3431,1868,186.8,8,2,10,343.1542768020183,10,2.414508437128364
4.70628099758463,217.67888455812582,3,108,87,174,0,121,2303,1133,113.3,10,0,10,230.39042250998318,10,1.9212611170178802
6.0247919802110514,278.2073857638911,8,0,18,6,0,0,3171,1564,156.4,10,0,10,317.16037397384645,10,1.778819602070915
5.6845823894836585,262.58948277036677,0,0,14,14,0,0,2572,1392,139.2,10,0,10,257.204061923176,10,1.8864186980629798
35.55266824331465,1633.7350359278419,313,1050,1984,2889,222,1947,8600,4219,421.9,9,0,9,860.0555446788669,10,3.8723276509311253
60.16935226690055,2763.8060085908983,720,1457,3096,4565,226,3093,15706,7365,736.5,5,2,7,1570.681186018884,10,3.752621871813847
57.34766840150976,2634.2717858964584,680,1538,3054,4104,381,3064,14612,6812,681.2,9,0,9,1461.271739819646,10,3.86710479432833
65.07300975422928,2988.9167904087335,1005,1438,3491,4989,250,3428,16737,7894,789.4,4,1,5,1673.7379844475072,10,3.7863146572190693
49.47555263144318,2272.888850783355,682,1136,2512,4003,198,2689,11850,6019,601.9,9,2,11,1185.095090095885,10,3.7761901491665637
79.05443682784663,3630.7581073449205,1442,1212,4042,5515,343,4079,21050,10000,1000.0,0,0,0,2105.064701924473,10,3.63075810734492
84.2751751723856,3870.4250280958922,1594,769,4836,7465,417,4144,22601,10000,1000.0,0,0,0,2260.133091200888,10,3.870425028095892
82.23196745281832,3776.628084007412,1500,942,4500,6622,387,4170,21291,9645,964.5,4,0,4,2129.1371777426452,10,3.915633057550453
60.22269566279691,2766.25482839246,941,1388,3399,4428,271,3240,17070,7176,717.6,5,0,5,1707.0954825554043,10,3.8548701621968506
76.79552726834066,3527.059001461165,1092,658,3472,4835,225,3665,20945,10000,1000.0,0,0,0,2094.524285313487,10,3.527059001461165
77.34417570070018,3552.245645893556,1356,1397,4250,5779,334,3814,21095,9371,937.1,1,1,2,2109.583861206658,10,3.7906793788214235
53.401814692949166,2453.1306243108115,780,663,2762,3939,222,2704,14887,6583,658.3,4,0,4,1488.7101207263768,10,3.726463047715041
84.13331488938157,3863.9126892348568,1916,990,4448,7369,293,4269,22513,10000,1000.0,0,0,0,2251.3041317000984,10,3.8639126892348568
37.74546728134274,1734.3992252794524,677,690,2072,2650,127,2087,9579,4711,471.1,6,2,8,957.9687033522874,10,3.681594619570054
74.54853294212869,3423.906884735866,1047,1468,4097,5538,257,3790,19177,9214,921.4,2,0,2,1917.7467802570668,10,3.7159831612067133
84.20672123909438,3867.2825332374086,1726,925,4528,7352,371,4272,22181,10000,1000.0,0,0,0,2218.1848319754004,10,3.867282533237409
85.26094614025651,3915.6785299654994,1989,2305,4895,7106,459,4881,23005,10000,1000.0,0,0,0,2300.555513681378,10,3.9156785299654993
86.0323331736297,3951.0903707426114,1829,1116,5153,7404,538,4541,22972,10000,1000.0,0,0,0,2297.217810072005,10,3.9510903707426115
80.38279976345511,3691.738879298379,1226,774,4216,5430,402,4018,21357,10000,1000.0,0,0,0,2135.76009653043,10,3.691738879298379
78.42791366550733,3601.996490273249,1424,744,4434,5451,233,3651,20834,10000,1000.0,0,0,0,2083.4466278860345,10,3.6019964902732493
78.29303164884969,3595.8045006611223,1321,844,4261,5478,308,3707,21057,10000,1000.0,0,0,0,2105.7765751749275,10,3.5958045006611226
71.83009391848796,3299.112293042383,1433,1253,3862,5375,321,3818,19509,8816,881.6,2,0,2,1950.926754298061,10,3.742187265247712
81.04366742390815,3722.0771392823053,1592,1308,4507,6236,454,4358,23284,9524,952.4,2,0,2,2328.4640293993057,10,3.908102834189737
83.02728615261333,3813.138548852853,1453,2189,5083,7106,346,4533,23292,10000,1000.0,0,0,0,2329.2487158372996,10,3.8131385488528533
87.04413608569322,3997.5389135229234,2130,1706,4959,7241,519,5233,23702,10000,1000.0,0,0,0,2370.2103265598416,10,3.9975389135229236
65.87700407861095,3025.82552463545,1179,764,3338,3990,160,3521,16977,8692,869.2,2,0,2,1697.7054755635559,10,3.4811614411360448
87.41930862116455,4014.7618502787564,1628,1636,5004,7452,560,4782,24982,10000,1000.0,0,0,0,2498.2553787160664,10,4.014761850278756
70.77322527617252,3250.594930856064,1215,1667,4147,5375,313,3844,18376,8465,846.5,3,0,3,1837.6728401880712,10,3.8400412650396505
75.23158875237095,3455.263729675828,1533,1818,4108,6058,427,4607,20353,8395,839.5,2,0,2,2035.3374833136797,10,4.115859118136782
80.27452968317274,3686.768556129841,1736,2033,4798,6143,501,4676,22370,9205,920.5,1,0,1,2237.001366444677,10,4.005180397751049
79.28335890785326,3641.2671668660673,1319,1511,3706,5137,352,4100,22341,10000,1000.0,0,0,0,2234.1063959881662,10,3.641267166866067
88.01190763948567,4041.9661215117003,1987,2045,4547,7300,502,4881,24268,10000,1000.0,0,0,0,2426.869239038229,10,4.041966121511701
90.18033429958146,4141.511455179512,1492,2274,5033,7213,625,5163,25822,10000,1000.0,0,0,0,2582.235806813091,10,4.141511455179512
