D4RL Score,Avg Reward,action0_a,action0_b,action1_a,action1_b,action2_a,action2_b,act_sum,steps,avg_steps,unsafe_height,unsafe_ang,total_unsafe,avg_act_sum,done_count,avg_step_rew
6.912411857207138,204.69713691219965,0,0,40,0,0,0,944,913,91.3,10,0,10,94.44570548534394,10,2.2420277865520224
22.592020569940065,715.0013396091725,0,18,137,1,69,513,786,2179,217.9,10,0,10,78.61348523357883,10,3.2813278550214435
16.999537616383485,532.9899382408742,0,8,107,0,85,238,997,2125,212.5,10,0,10,99.73954815920442,10,2.5081879446629376
13.595098223284161,422.1899966125534,0,0,65,0,0,167,369,1440,144.0,10,0,10,36.97918446958065,10,2.931874976476065
10.674227899600224,327.1281599929721,0,0,10,0,0,206,424,1198,119.8,10,0,10,42.49204306490719,10,2.730619031660869
12.69629316312649,392.93773604872325,0,0,33,0,21,286,501,1346,134.6,10,0,10,50.12408355325461,10,2.919299673467483
15.33482620564148,478.81070170869,7,1,72,0,50,332,474,1538,153.8,10,0,10,47.458563826233146,10,3.1132035221631336
9.819184944159714,299.3001687693517,0,1,51,0,8,158,588,1124,112.4,10,0,10,58.800790421664715,10,2.6628128894070437
11.910214038890276,367.35422257594485,0,0,8,0,0,219,426,1302,130.2,10,0,10,42.60072091054171,10,2.821461002887441
58.61406529177952,1887.3648308208735,6,70,1045,11,412,1194,2913,6012,601.2,10,0,10,291.33848445117474,10,3.139329392582957
8.351083535567845,251.5197469160059,0,0,16,0,0,45,525,1088,108.8,10,0,10,52.50160996951163,10,2.311762379742701
19.74161123046637,622.2327066675282,0,16,135,4,76,470,569,1891,189.1,10,0,10,56.94558968991041,10,3.2904955402830685
23.096935842616652,731.43417223742,0,22,478,8,127,537,809,2174,217.4,10,0,10,80.91804746296256,10,3.36446261378758
13.284581451949098,412.0840037703023,0,3,84,2,37,265,499,1375,137.5,10,0,10,49.94169755447656,10,2.996974572874926
16.66805543661708,522.2016110221864,2,11,126,2,59,384,435,1643,164.3,10,0,10,43.54847405180335,10,3.1783421242981524
34.880365541400856,1114.9344117931955,0,31,578,21,190,814,1426,3403,340.3,10,0,10,142.6558298809454,10,3.276327980585353
30.71295441781907,979.3030035296135,2,39,374,5,367,654,1627,3210,321.0,9,0,9,162.76433147275822,10,3.05078817298945
19.10895470059758,601.6424424606446,1,14,231,3,26,416,629,1960,196.0,10,0,10,62.99221234023571,10,3.069604298268595
46.26420104743528,1485.4295694193486,0,54,691,9,236,909,2196,4847,484.7,10,0,10,219.64102935101837,10,3.0646370320184624
20.404547592245656,643.8084498977715,4,23,239,12,146,448,619,1900,190.0,10,0,10,61.938237047195436,10,3.388465525777745
33.84770728135705,1081.3258020565152,2,54,554,15,243,651,1322,3647,364.7,10,0,10,132.21850280410143,10,2.964973408435742
55.14303279868044,1774.39756860292,0,64,1242,5,675,1165,3106,5453,545.3,10,0,10,310.69403979964557,10,3.253984171287218
18.80766575284297,591.8367758089971,0,20,379,0,169,407,887,1751,175.1,10,0,10,88.78823434710503,10,3.379993008617916
65.15379357760237,2100.2050164335155,0,90,1130,28,708,1430,2865,6230,623.0,8,0,8,286.55455205105244,10,3.3711155962014696
56.48881595195044,1818.1970543946013,1,64,1152,4,329,1262,2777,5644,564.4,9,0,9,277.70933317143937,10,3.2214689128182163
55.179386034619185,1775.5807109517536,0,74,586,15,663,1223,2572,5389,538.9,10,0,10,257.2645051378757,10,3.2948241064237402
53.38824180588847,1717.286626940878,5,58,1005,19,700,1205,2642,5171,517.1,10,0,10,264.25770871308634,10,3.3209952174451325
44.39314563445264,1424.5347181372122,8,46,596,15,438,988,1747,4252,425.2,10,0,10,174.7935583058279,10,3.350269798064939
77.71899679553275,2509.1486404312463,0,126,1480,27,742,1734,3818,7956,795.6,4,0,4,381.80196241033264,10,3.153781599335403
39.38569522075414,1261.5636237863728,0,36,775,11,323,847,1805,3788,378.8,10,0,10,180.5458798197098,10,3.330421393311438
34.58807534210745,1105.4216159167631,0,23,665,9,313,776,1649,3357,335.7,10,0,10,164.95180966053158,10,3.292885361682345
56.075499885063294,1804.7453841495771,0,72,1065,35,475,1210,2631,5443,544.3,10,0,10,263.16751484903506,10,3.315718141006021
82.98683145607095,2680.5941283663133,10,138,917,21,1028,1825,3693,8590,859.0,3,0,3,369.38315392876973,10,3.1205985196348234
64.769580101478,2087.700511047494,2,72,1312,5,839,1375,3148,6300,630.0,10,0,10,314.8602993962413,10,3.313810334996022
28.318744030664877,901.38169534586,0,36,377,32,160,622,871,2773,277.3,10,0,10,87.11585183311254,10,3.250565075174396
83.86950215263356,2709.321284400991,0,167,1771,42,1039,1906,4053,8145,814.5,10,0,10,405.35092817861585,10,3.3263613068152127
46.03806512597715,1478.0698123479156,0,58,881,20,701,1020,2450,4485,448.5,10,0,10,245.09984337892382,10,3.29558486588164
34.82604168662205,1113.1664026605563,1,47,508,32,263,716,1661,3374,337.4,10,0,10,166.19778908751906,10,3.2992483777728405
43.00405266931536,1379.325683203151,0,58,805,17,341,924,1632,4295,429.5,10,0,10,163.20416672481224,10,3.2114684125800954
61.38377295046422,1977.50696920989,0,92,1072,32,647,1381,2846,6047,604.7,9,0,9,284.6949588106945,10,3.270228161418703
62.11199271390847,2001.207407950483,1,98,1115,29,738,1418,3366,6344,634.4,7,0,7,336.66748501863333,10,3.154488347967344
37.24524921268634,1191.9012608043201,0,46,765,21,388,832,1877,3615,361.5,10,0,10,187.7658087465912,10,3.297098923386778
