D4RL Score,Avg Reward,action0_a,action0_b,action1_a,action1_b,action2_a,action2_b,act_sum,steps,avg_steps,unsafe_height,unsafe_ang,total_unsafe,avg_act_sum,done_count,avg_step_rew
6.965654206497307,206.42994766672888,0,0,0,0,0,0,339,913,91.3,10,0,10,33.91658013612032,10,2.261007093830546
7.108097286000324,211.06586068262322,0,0,0,0,0,0,106,925,92.5,10,0,10,10.634661947563291,10,2.2817930884607915
7.27555147518992,216.5157783475501,0,0,0,0,0,0,54,952,95.2,10,0,10,5.4297281433828175,10,2.2743254028104003
7.186051991736488,213.60295294595662,0,0,0,0,0,0,94,937,93.7,10,0,10,9.426394819281995,10,2.2796473099888646
7.346814123741139,218.83507277110758,0,0,0,0,0,0,65,959,95.9,10,0,10,6.513123787753284,10,2.281908996570465
7.805400239459588,233.76008948785548,0,0,0,0,0,0,-18,1084,108.4,10,0,10,-1.8112968445755542,10,2.1564583901093677
6.700901092194749,197.81336613201282,0,0,0,0,0,0,64,930,93.0,0,10,10,6.499489378510043,10,2.1270254422797077
6.715180717544414,198.27810686390077,0,0,0,0,0,0,35,1000,100.0,0,10,10,3.5876563044730574,10,1.9827810686390077
7.583700112787338,226.5446985650305,0,0,0,0,0,0,35,1090,109.0,0,10,10,3.5091230110498146,10,2.0783917299544084
8.40856506291278,253.39052478546517,0,0,0,0,0,0,-31,1368,136.8,10,0,10,-3.1560620966833084,10,1.8522699180224063
11.44465443552194,352.2022486614511,0,0,0,0,0,0,-60,2373,237.3,10,0,10,-6.061008464661427,10,1.4842066947385213
12.401415034653903,383.34071414595206,0,0,0,0,0,0,-10,2688,268.8,10,0,10,-1.0039480023551732,10,1.4261187282215477
31.516477786545245,1005.4542525523786,0,0,0,0,0,0,-148,10000,1000.0,0,0,0,-14.887178660463542,10,1.0054542525523786
31.323095334184014,999.1604808151002,0,0,0,0,0,0,290,10000,1000.0,0,0,0,29.08720630175958,10,0.9991604808151001
31.16235954786422,993.9292184293123,0,0,0,0,0,0,229,10000,1000.0,0,0,0,22.916391861770535,10,0.9939292184293123
31.19727846006461,995.0656796749934,0,0,0,0,0,0,290,10000,1000.0,0,0,0,29.006207555660513,10,0.9950656796749934
29.430647290480234,937.5693908982026,0,0,0,0,0,0,137,9264,926.4,1,0,1,13.702362750167959,10,1.0120567691042774
20.983960185681855,662.6658516954283,0,0,0,0,0,0,120,5369,536.9,10,0,10,12.061117668030784,10,1.2342444620887099
7.584745578316089,226.57872399658754,0,0,0,0,0,0,144,1092,109.2,10,0,10,14.49949261136353,10,2.0748967398954905
6.780640778964376,200.40855189371086,0,0,0,0,0,0,101,909,90.9,0,10,10,10.176982854865491,10,2.204714542285048
6.976515459775532,206.78343500789794,0,0,0,0,0,0,105,1038,103.8,0,10,10,10.52832972947508,10,1.9921332852398643
8.58054550317674,258.98775256431304,0,0,0,0,0,0,-51,1299,129.9,10,0,10,-5.166236810013652,10,1.9937471329046423
7.957813817914423,238.720499601306,0,0,0,0,0,0,109,1337,133.7,4,10,14,10.930226719914936,10,1.7854936395011667
8.372459355272714,252.21543842408727,0,0,0,0,0,0,173,1515,151.5,0,10,10,17.316473769582807,10,1.6647883724362196
7.296901005516593,217.21061424880958,0,0,0,0,0,0,47,1428,142.8,0,10,10,4.782405089007807,10,1.521082732834801
31.367574442121715,1000.6080855435517,0,0,0,0,0,0,149,10000,1000.0,0,0,0,14.938477822463028,10,1.0006080855435517
31.32870426995949,999.343027685454,0,0,0,0,0,0,144,10000,1000.0,0,0,0,14.498567372118123,10,0.999343027685454
30.975235131309063,987.8391189922153,0,0,0,0,0,0,463,10000,1000.0,0,0,0,46.37740060380311,10,0.9878391189922153
31.100372315633884,991.9117991365076,0,0,0,0,0,0,314,10000,1000.0,0,0,0,31.439425945398398,10,0.9919117991365076
31.068345578719192,990.8694658266868,0,0,0,0,0,0,357,10000,1000.0,0,0,0,35.7287866176106,10,0.9908694658266868
31.205579120656797,995.3358306757588,0,0,0,0,0,0,193,10000,1000.0,0,0,0,19.35613525591325,10,0.9953358306757587
26.10243129234678,829.2501947723719,0,0,0,0,0,0,199,7980,798.0,3,0,3,19.992279476454133,10,1.03916064507816
10.35498758443575,316.73825310923445,0,0,0,0,0,0,49,1920,192.0,10,0,10,4.9355872558895495,10,1.649678401610596
8.609151842453635,259.9187665598932,0,0,0,0,0,0,126,1343,134.3,10,0,10,12.616492829471827,10,1.9353593935956306
7.738554653360409,231.58455155555663,0,0,0,0,0,0,145,1119,111.9,10,0,10,14.594587866589427,10,2.0695670380299966
7.711375374432097,230.6999822708571,0,0,0,0,0,0,103,1055,105.5,10,0,10,10.36612259298563,10,2.1867296897711577
7.903849601118205,236.96419514684607,0,0,0,0,0,0,0,1132,113.2,10,0,10,-0.085269914008677,10,2.093323278682386
7.8239188224427085,234.36279016090253,0,0,0,0,0,0,21,1160,116.0,0,10,10,2.194574883300811,10,2.0203688806974354
8.60708022309835,259.8513442100911,0,0,0,0,0,0,-39,1437,143.7,0,10,10,-3.9753664925694467,10,1.808290495546911
7.957886827859779,238.7228757627674,0,0,0,0,0,0,-65,1410,141.0,0,10,10,-6.509703048039228,10,1.6930700408706907
8.30605575280877,250.0542851687735,0,0,0,0,0,0,-3,1394,139.4,0,10,10,-0.36701247906312345,10,1.7937897070930668
10.864422692320103,333.31818704238543,0,0,0,0,0,0,-36,2124,212.4,10,0,10,-3.6184590293094514,10,1.5692946659246019
31.68735121389122,1011.0154517953848,0,0,0,0,0,0,232,10000,1000.0,0,0,0,23.22203848604113,10,1.0110154517953849
18.897790138576337,594.7699391071267,0,0,0,0,0,0,-113,4890,489.0,0,10,10,-11.358138352946844,10,1.216298443981854
31.318398705629097,999.0076256428831,0,0,0,0,0,0,213,10000,1000.0,0,0,0,21.355286681419237,10,0.999007625642883
30.848252687741613,983.7063835516567,0,0,0,0,0,0,493,10000,1000.0,0,0,0,49.317613779369275,10,0.9837063835516566
16.186533824766105,506.5301420002949,0,0,0,0,0,0,-37,3842,384.2,0,10,10,-3.705882333882619,10,1.3184022436238807
31.529874701540862,1005.8902648375504,0,0,0,0,0,0,59,10000,1000.0,0,0,0,5.915250793239101,10,1.0058902648375505
9.647887245806322,293.7251613196398,0,0,0,0,0,0,87,1670,167.0,10,0,10,8.741932590305804,10,1.7588333013152084
12.332055063082993,381.08334372044936,0,0,0,0,0,0,76,2554,255.4,10,0,10,7.6842089024372395,10,1.4921039299939287
9.225600878516818,279.98154616204505,0,0,0,0,0,0,92,1560,156.0,10,0,10,9.273156311176717,10,1.7947535010387503
8.506390164065511,256.57431343492016,0,0,0,0,0,0,110,1317,131.7,10,0,10,11.075848606228828,10,1.9481724634390294
7.941570629684559,238.19185329572775,0,0,0,0,0,0,99,1187,118.7,10,0,10,9.98717112056911,10,2.006671047141767
8.042618607652155,241.48053280142364,0,0,0,0,0,0,-19,1159,115.9,10,0,10,-1.9883366687223316,10,2.083524873178806
8.18620363476453,246.1536113279498,0,0,0,0,0,0,14,1244,124.4,10,2,12,1.4400838565081358,10,1.9787267791635834
8.007470406528556,240.3366091819493,0,0,0,0,0,0,-1,1381,138.1,10,0,10,-0.19324643900617958,10,1.7403085386093362
9.187779146689099,278.75061055270874,0,0,0,0,0,0,-23,1666,166.6,10,0,10,-2.3550845339894293,10,1.6731729324892481
8.343330928575373,251.2674327159135,0,0,0,0,0,0,-9,1481,148.1,0,10,10,-0.9612850069999694,10,1.6966065679670053
9.59231414768547,291.9164946591681,0,0,0,0,0,0,46,1718,171.8,9,10,19,4.650775203626836,10,1.6991646953385804
11.015113624400467,338.2225323840193,0,0,0,0,0,0,-10,2338,233.8,0,10,10,-1.0795453905593604,10,1.4466318750385772
9.675074270722599,294.6099827031184,0,0,0,0,0,0,39,1687,168.7,10,0,10,3.9459083447232843,10,1.7463543728697002
13.33782608550791,413.816888868006,0,0,0,0,0,0,-23,3069,306.9,0,10,10,-2.353535737027414,10,1.3483769594917108
31.416771547279936,1002.2092409028928,0,0,0,0,0,0,-48,10000,1000.0,0,0,0,-4.871747161151143,10,1.0022092409028929
11.166141374508603,343.1378397119033,0,0,0,0,0,0,39,2192,219.2,10,0,10,3.931965539092198,10,1.5654098527002889
